,Class_Error,Freerun_Steps,Layer_Activity_0,Layer_Activity_1,Layer_Activity_2,Layer_Activity_3,Layer_Activity_4,Layer_Diversity_0,Layer_Diversity_1,Layer_Diversity_2,Layer_Diversity_3,Layer_Diversity_4,Learnrate,Recon_Error,Temperature,Test_Epoch,Train_Epoch,W_mean_0,W_mean_1,W_mean_2,W_mean_3
80,,4,6601.578155517578,24889.539360046387,25617.709018707275,20677.63228225708,4985.9173583984375,0.15638022124767303,0.39680150151252747,0.19633646309375763,0.17912210524082184,0.17393845319747925,[9.259e-05 9.259e-05 9.259e-05 9.259e-05],,0.0099999920000064,,80,0.9999998211860657,0.9999914765357971,0.6839191913604736,0.5817857980728149
81,,4,6582.81075668335,24704.569744110107,25482.30700302124,20757.583892822266,5069.357117176056,0.15944969654083252,0.398430198431015,0.20514820516109467,0.16938768327236176,0.1744387447834015,[9.251e-05 9.251e-05 9.251e-05 9.251e-05],,0.00999999190000656,,81,1.000000238418579,0.9999985694885254,0.6856254935264587,0.5861383080482483
82,,4,6562.408396720886,25200.028312683105,25980.727291107178,21003.858570098877,4926.751610279083,0.1540321409702301,0.38593995571136475,0.20508354902267456,0.173085555434227,0.1703488826751709,[9.242e-05 9.242e-05 9.242e-05 9.242e-05],,0.009999991800006724,,82,1.000000238418579,1.0,0.6883572936058044,0.5907043814659119
83,,4,6589.340209007263,25348.08070755005,26102.61017227173,20981.490840911865,5035.662062168121,0.15824811160564423,0.39807626605033875,0.20897158980369568,0.17585594952106476,0.20129013061523438,[9.234e-05 9.234e-05 9.234e-05 9.234e-05],,0.009999991700006889,,83,0.9999998807907104,0.9999983310699463,0.6903344392776489,0.5952726602554321
84,,4,6583.381268501282,25125.03034210205,25832.577754974365,20805.547481536865,5062.562512874603,0.15835991501808167,0.39292803406715393,0.21001219749450684,0.18237748742103577,0.17796973884105682,[9.225e-05 9.225e-05 9.225e-05 9.225e-05],,0.009999991600007056,,84,0.9999998211860657,0.9999997019767761,0.6926926374435425,0.5995969772338867
85,,4,6579.318152427673,25105.939361572266,25442.945430755615,20941.37372970581,5030.860526561737,0.15336500108242035,0.39408499002456665,0.19993260502815247,0.16387449204921722,0.15164518356323242,[9.217e-05 9.217e-05 9.217e-05 9.217e-05],,0.009999991500007225,,85,0.9999997019767761,0.9999997019767761,0.6949388384819031,0.6038023829460144
86,,4,6587.1451778411865,25353.515171051025,25934.460594177246,21084.44446182251,5017.137795448303,0.15546433627605438,0.3975051939487457,0.1928326040506363,0.18951354920864105,0.18027088046073914,[9.208e-05 9.208e-05 9.208e-05 9.208e-05],,0.009999991400007397,,86,1.0,0.9999980926513672,0.6967790722846985,0.6082709431648254
87,,4,6578.9506187438965,25286.56167602539,25828.331283569336,21039.70911026001,4943.082741260529,0.16097760200500488,0.39693334698677063,0.1993875503540039,0.175834521651268,0.19488278031349182,[9.2e-05 9.2e-05 9.2e-05 9.2e-05],,0.009999991300007569,,87,0.9999998211860657,0.9999998211860657,0.6993617415428162,0.6124947667121887
88,,4,6562.458269119263,25206.02027130127,26077.37780380249,21063.73337173462,5030.383838653564,0.15907405316829681,0.37382906675338745,0.19748155772686005,0.16221436858177185,0.1818685680627823,[9.191e-05 9.191e-05 9.191e-05 9.191e-05],,0.009999991200007744,,88,0.9999997615814209,1.0,0.7017924189567566,0.6167742013931274
89,,4,6596.653532981873,24838.84848022461,25892.242404937744,21252.791946411133,5050.955369949341,0.15062600374221802,0.3816792070865631,0.2058102935552597,0.17042812705039978,0.18682876229286194,[9.183e-05 9.183e-05 9.183e-05 9.183e-05],,0.009999991100007922,,89,0.9999999403953552,0.9999996423721313,0.704220175743103,0.6211556196212769
90,,4,6591.803109169006,24793.406032562256,26006.44850921631,21973.55149078369,4971.739805698395,0.15433645248413086,0.3745259940624237,0.19521142542362213,0.16598528623580933,0.1602398306131363,[9.174e-05 9.174e-05 9.174e-05 9.174e-05],,0.0099999910000081,,90,0.9999999403953552,0.9999855756759644,0.7066835165023804,0.6257964968681335
91,,4,6591.4401569366455,24816.375801086426,26074.820205688477,22136.945457458496,4997.178746700287,0.1525607705116272,0.39561349153518677,0.18450699746608734,0.16838553547859192,0.17913968861103058,[9.166e-05 9.166e-05 9.166e-05 9.166e-05],,0.009999990900008282,,91,1.0000001192092896,0.9999999403953552,0.7094351649284363,0.63055419921875
92,,4,6588.426484107971,24885.183879852295,26131.87868118286,22335.850479125977,5043.344225406647,0.15442858636379242,0.38333502411842346,0.18869084119796753,0.15829575061798096,0.14742425084114075,[9.158e-05 9.158e-05 9.158e-05 9.158e-05],,0.009999990800008464,,92,0.9999997615814209,0.9999998807907104,0.7117670178413391,0.6353774666786194
93,,4,6564.111763954163,25110.032302856445,26087.5352935791,22196.060607910156,4939.85329580307,0.15521028637886047,0.39231574535369873,0.19225232303142548,0.17623847723007202,0.1835997998714447,[9.149e-05 9.149e-05 9.149e-05 9.149e-05],,0.009999990700008649,,93,1.0000003576278687,0.9999997615814209,0.7147932052612305,0.64017653465271
94,,4,6595.801236152649,25018.601989746094,26007.38991165161,22128.25053024292,5095.204364776611,0.1543969362974167,0.38610583543777466,0.19654794037342072,0.17364895343780518,0.19390460848808289,[9.141e-05 9.141e-05 9.141e-05 9.141e-05],,0.009999990600008836,,94,1.0,0.9999355673789978,0.7169551253318787,0.6447967886924744
95,,4,6590.88126373291,24776.96565246582,25667.14330291748,22271.30503845215,5086.15545463562,0.15574651956558228,0.39521339535713196,0.20751184225082397,0.17089979350566864,0.12185405194759369,[9.132e-05 9.132e-05 9.132e-05 9.132e-05],,0.009999990500009026,,95,1.0000001192092896,0.999995768070221,0.7185854315757751,0.6494153738021851
96,,4,6597.524351119995,24768.62226486206,25786.496967315674,22301.2444190979,4943.099486351013,0.1516888439655304,0.38339197635650635,0.1960921734571457,0.16664569079875946,0.15722765028476715,[9.124e-05 9.124e-05 9.124e-05 9.124e-05],,0.009999990400009215,,96,1.000000238418579,0.9999834299087524,0.7212225198745728,0.6535750031471252
97,,4,6567.46521282196,24921.503044128418,26027.066661834717,22133.14740371704,4980.170880794525,0.1557062864303589,0.3759041130542755,0.18871060013771057,0.16155555844306946,0.1531139463186264,[9.116e-05 9.116e-05 9.116e-05 9.116e-05],,0.009999990300009408,,97,1.0,0.9999997615814209,0.7235062122344971,0.6579632759094238
98,,4,6568.20618057251,25094.145484924316,26262.670700073242,22057.418170928955,4961.4661293029785,0.17148225009441376,0.3947948217391968,0.20322071015834808,0.14084492623806,0.19002076983451843,[9.107e-05 9.107e-05 9.107e-05 9.107e-05],,0.009999990200009605,,98,0.9999997019767761,0.9999778270721436,0.7261607646942139,0.6624135971069336
99,,4,6582.501162528992,24876.49694442749,26279.19190597534,21980.424278259277,5047.627148628235,0.1621069610118866,0.3844987750053406,0.20035436749458313,0.16813451051712036,0.1692752242088318,[9.099e-05 9.099e-05 9.099e-05 9.099e-05],,0.009999990100009801,,99,0.9999999403953552,0.9999719262123108,0.7287482619285583,0.6671352386474609
