2.      Creating RBMs
Info     			error 0.1297 
189.---^  		Epoch: 34 / 50 (took 1.397 sek)
190.---v  		Epoch: 35 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1342 
190.---^  		Epoch: 35 / 50 (took 1.397 sek)
191.---v  		Epoch: 36 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1281 
191.---^  		Epoch: 36 / 50 (took 1.395 sek)
192.---v  		Epoch: 37 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1244 
192.---^  		Epoch: 37 / 50 (took 1.4 sek)
193.---v  		Epoch: 38 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1244 
193.---^  		Epoch: 38 / 50 (took 1.391 sek)
194.---v  		Epoch: 39 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1265 
194.---^  		Epoch: 39 / 50 (took 1.392 sek)
195.---v  		Epoch: 40 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1296 
195.---^  		Epoch: 40 / 50 (took 1.382 sek)
196.---v  		Epoch: 41 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1311 
196.---^  		Epoch: 41 / 50 (took 1.403 sek)
197.---v  		Epoch: 42 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1246 
197.---^  		Epoch: 42 / 50 (took 1.409 sek)
198.---v  		Epoch: 43 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1307 
198.---^  		Epoch: 43 / 50 (took 1.396 sek)
199.---v  		Epoch: 44 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1284 
199.---^  		Epoch: 44 / 50 (took 1.405 sek)
200.---v  		Epoch: 45 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1274 
200.---^  		Epoch: 45 / 50 (took 1.393 sek)
201.---v  		Epoch: 46 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1315 
201.---^  		Epoch: 46 / 50 (took 1.386 sek)
202.---v  		Epoch: 47 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1284 
202.---^  		Epoch: 47 / 50 (took 1.417 sek)
203.---v  		Epoch: 48 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1275 
203.---^  		Epoch: 48 / 50 (took 1.396 sek)
204.---v  		Epoch: 49 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1279 
204.---^  		Epoch: 49 / 50 (took 1.386 sek)
205.---v  		Epoch: 50 / 50
Info     			Learnrate: 0.01 
Info     			error 0.1307 
205.---^  		Epoch: 50 / 50 (took 1.397 sek)
155.--^   	Pretraining  4. RBM (took 70.116 sek)
1.-^    Pretrain Session (took 421.406 sek)
------------------------------------------------

1.-v    DBM Train Session
2.--v   	Run 0
3.      		Initializing graph
Info     		Batchsize: 110 N_Updates 25000 
4.---v  		Deep BM Epoch: 1 / 50
5.      			Shuffling TrainData
6.      			Running Epoch
4.---^  		Deep BM Epoch: 1 / 50 (took 31.273 sek)
Info     		Learnrate:  [0.01 0.01 0.01 0.01] 
Info     		Temp:  0.01965 
Info     		freerun_steps:  10 
------------------------------------------------

1.      		Initializing graph
2.      		loading numpy vars into graph
3.---v  		Testing DBM with 10000 images
4.      			Sampling hidden 30 times 
5.      			Taking only the maximum
3.---^  		Testing DBM with 10000 images (took 4.417 sek)
Info     		------------- Test Log ------------- 
Info     		Reconstr. error normal:  0.06424 
Info     		Class error:  0.876 
Info     		Wrong Digits:  8760  with average:  0.878 
Info     		Correct Digits:  1240  with average:  0.841 
------------------------------------------------
2.--^   	Run 0 (took 36.709 sek)

1.--v   	Run 1
2.      		Initializing graph
3.      		loading numpy vars into graph
Info     		Batchsize: 110 N_Updates 25000 
4.---v  		Deep BM Epoch: 2 / 50
5.      			Shuffling TrainData
6.      			Running Epoch
4.---^  		Deep BM Epoch: 2 / 50 (took 26.024 sek)
Info     		Learnrate:  [0.01 0.01 0.01 0.01] 
Info     		Temp:  0.0193 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 1 (took 26.963 sek)

1.--v   	Run 2
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 3 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 3 / 50 (took 25.916 sek)
Info     		Learnrate:  [0.01 0.01 0.01 0.01] 
Info     		Temp:  0.01895 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 2 (took 25.95 sek)

1.--v   	Run 3
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 4 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 4 / 50 (took 26.012 sek)
Info     		Learnrate:  [0.01 0.01 0.01 0.01] 
Info     		Temp:  0.0186 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 3 (took 26.045 sek)

1.--v   	Run 4
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 5 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 5 / 50 (took 25.977 sek)
Info     		Learnrate:  [0.01 0.01 0.01 0.01] 
Info     		Temp:  0.01825 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 4 (took 26.01 sek)

1.--v   	Run 5
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 6 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 6 / 50 (took 25.995 sek)
Info     		Learnrate:  [0.009 0.009 0.009 0.009] 
Info     		Temp:  0.0179 
Info     		freerun_steps:  5 
------------------------------------------------

1.      		Initializing graph
2.      		loading numpy vars into graph
3.---v  		Testing DBM with 10000 images
4.      			Sampling hidden 30 times 
5.      			Taking only the maximum
3.---^  		Testing DBM with 10000 images (took 4.387 sek)
Info     		------------- Test Log ------------- 
Info     		Reconstr. error normal:  0.05158 
Info     		Class error:  0.7905 
Info     		Wrong Digits:  7905  with average:  0.929 
Info     		Correct Digits:  2095  with average:  0.89 
------------------------------------------------
1.--^   	Run 5 (took 31.31 sek)

1.--v   	Run 6
2.      		Initializing graph
3.      		loading numpy vars into graph
Info     		Batchsize: 110 N_Updates 25000 
4.---v  		Deep BM Epoch: 7 / 50
5.      			Shuffling TrainData
6.      			Running Epoch
4.---^  		Deep BM Epoch: 7 / 50 (took 26.331 sek)
Info     		Learnrate:  [0.009 0.009 0.009 0.009] 
Info     		Temp:  0.01755 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 6 (took 27.483 sek)

1.--v   	Run 7
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 8 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 8 / 50 (took 25.921 sek)
Info     		Learnrate:  [0.009 0.009 0.009 0.009] 
Info     		Temp:  0.01721 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 7 (took 25.953 sek)

1.--v   	Run 8
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 9 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 9 / 50 (took 25.948 sek)
Info     		Learnrate:  [0.009 0.009 0.009 0.009] 
Info     		Temp:  0.01686 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 8 (took 25.979 sek)

1.--v   	Run 9
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 10 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 10 / 50 (took 26.12 sek)
Info     		Learnrate:  [0.009 0.009 0.009 0.009] 
Info     		Temp:  0.01651 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 9 (took 26.151 sek)

1.--v   	Run 10
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 11 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 11 / 50 (took 25.819 sek)
Info     		Learnrate:  [0.009 0.009 0.009 0.009] 
Info     		Temp:  0.01616 
Info     		freerun_steps:  5 
------------------------------------------------

1.      		Initializing graph
2.      		loading numpy vars into graph
3.---v  		Testing DBM with 10000 images
4.      			Sampling hidden 30 times 
5.      			Taking only the maximum
3.---^  		Testing DBM with 10000 images (took 4.551 sek)
Info     		------------- Test Log ------------- 
Info     		Reconstr. error normal:  0.04727 
Info     		Class error:  0.7925 
Info     		Wrong Digits:  7925  with average:  0.95 
Info     		Correct Digits:  2075  with average:  0.926 
------------------------------------------------
1.--^   	Run 10 (took 31.614 sek)

1.--v   	Run 11
2.      		Initializing graph
3.      		loading numpy vars into graph
Info     		Batchsize: 110 N_Updates 25000 
4.---v  		Deep BM Epoch: 12 / 50
5.      			Shuffling TrainData
6.      			Running Epoch
4.---^  		Deep BM Epoch: 12 / 50 (took 26.634 sek)
Info     		Learnrate:  [0.009 0.009 0.009 0.009] 
Info     		Temp:  0.01581 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 11 (took 28.158 sek)

1.--v   	Run 12
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 13 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 13 / 50 (took 26.224 sek)
Info     		Learnrate:  [0.009 0.009 0.009 0.009] 
Info     		Temp:  0.01546 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 12 (took 26.256 sek)

1.--v   	Run 13
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 14 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 14 / 50 (took 26.067 sek)
Info     		Learnrate:  [0.009 0.009 0.009 0.009] 
Info     		Temp:  0.01511 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 13 (took 26.1 sek)

1.--v   	Run 14
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 15 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 15 / 50 (took 26.094 sek)
Info     		Learnrate:  [0.009 0.009 0.009 0.009] 
Info     		Temp:  0.01476 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 14 (took 26.128 sek)

1.--v   	Run 15
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 16 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 16 / 50 (took 26.313 sek)
Info     		Learnrate:  [0.008 0.008 0.008 0.008] 
Info     		Temp:  0.01441 
Info     		freerun_steps:  5 
------------------------------------------------

1.      		Initializing graph
2.      		loading numpy vars into graph
3.---v  		Testing DBM with 10000 images
4.      			Sampling hidden 30 times 
5.      			Taking only the maximum
3.---^  		Testing DBM with 10000 images (took 5.074 sek)
Info     		------------- Test Log ------------- 
Info     		Reconstr. error normal:  0.04444 
Info     		Class error:  0.7913 
Info     		Wrong Digits:  7913  with average:  0.96 
Info     		Correct Digits:  2087  with average:  0.947 
------------------------------------------------
1.--^   	Run 15 (took 32.896 sek)

1.--v   	Run 16
2.      		Initializing graph
3.      		loading numpy vars into graph
Info     		Batchsize: 110 N_Updates 25000 
4.---v  		Deep BM Epoch: 17 / 50
5.      			Shuffling TrainData
6.      			Running Epoch
4.---^  		Deep BM Epoch: 17 / 50 (took 26.874 sek)
Info     		Learnrate:  [0.008 0.008 0.008 0.008] 
Info     		Temp:  0.01406 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 16 (took 29.032 sek)

1.--v   	Run 17
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 18 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 18 / 50 (took 26.045 sek)
Info     		Learnrate:  [0.008 0.008 0.008 0.008] 
Info     		Temp:  0.01371 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 17 (took 26.079 sek)

1.--v   	Run 18
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 19 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 19 / 50 (took 26.345 sek)
Info     		Learnrate:  [0.008 0.008 0.008 0.008] 
Info     		Temp:  0.01336 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 18 (took 26.436 sek)

1.--v   	Run 19
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 20 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 20 / 50 (took 27.737 sek)
Info     		Learnrate:  [0.008 0.008 0.008 0.008] 
Info     		Temp:  0.01301 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 19 (took 27.776 sek)

1.--v   	Run 20
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 21 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 21 / 50 (took 30.1 sek)
Info     		Learnrate:  [0.008 0.008 0.008 0.008] 
Info     		Temp:  0.01266 
Info     		freerun_steps:  5 
------------------------------------------------

1.      		Initializing graph
2.      		loading numpy vars into graph
3.---v  		Testing DBM with 10000 images
4.      			Sampling hidden 30 times 
5.      			Taking only the maximum
3.---^  		Testing DBM with 10000 images (took 6.142 sek)
Info     		------------- Test Log ------------- 
Info     		Reconstr. error normal:  0.04209 
Info     		Class error:  0.7927 
Info     		Wrong Digits:  7927  with average:  0.964 
Info     		Correct Digits:  2073  with average:  0.958 
------------------------------------------------
1.--^   	Run 20 (took 38.509 sek)

1.--v   	Run 21
2.      		Initializing graph
3.      		loading numpy vars into graph
Info     		Batchsize: 110 N_Updates 25000 
4.---v  		Deep BM Epoch: 22 / 50
5.      			Shuffling TrainData
6.      			Running Epoch
4.---^  		Deep BM Epoch: 22 / 50 (took 29.23 sek)
Info     		Learnrate:  [0.008 0.008 0.008 0.008] 
Info     		Temp:  0.01232 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 21 (took 31.73 sek)

1.--v   	Run 22
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 23 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 23 / 50 (took 26.213 sek)
Info     		Learnrate:  [0.008 0.008 0.008 0.008] 
Info     		Temp:  0.01197 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 22 (took 26.252 sek)

1.--v   	Run 23
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 24 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 24 / 50 (took 26.155 sek)
Info     		Learnrate:  [0.008 0.008 0.008 0.008] 
Info     		Temp:  0.01162 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 23 (took 26.19 sek)

1.--v   	Run 24
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 25 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 25 / 50 (took 26.198 sek)
Info     		Learnrate:  [0.008 0.008 0.008 0.008] 
Info     		Temp:  0.01127 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 24 (took 26.236 sek)

1.--v   	Run 25
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 26 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 26 / 50 (took 27.949 sek)
Info     		Learnrate:  [0.008 0.008 0.008 0.008] 
Info     		Temp:  0.01092 
Info     		freerun_steps:  5 
------------------------------------------------

1.      		Initializing graph
2.      		loading numpy vars into graph
3.---v  		Testing DBM with 10000 images
4.      			Sampling hidden 30 times 
5.      			Taking only the maximum
3.---^  		Testing DBM with 10000 images (took 6.118 sek)
Info     		------------- Test Log ------------- 
Info     		Reconstr. error normal:  0.04026 
Info     		Class error:  0.8073 
Info     		Wrong Digits:  8073  with average:  0.969 
Info     		Correct Digits:  1927  with average:  0.971 
------------------------------------------------
1.--^   	Run 25 (took 36.402 sek)

1.--v   	Run 26
2.      		Initializing graph
3.      		loading numpy vars into graph
Info     		Batchsize: 110 N_Updates 25000 
4.---v  		Deep BM Epoch: 27 / 50
5.      			Shuffling TrainData
6.      			Running Epoch
4.---^  		Deep BM Epoch: 27 / 50 (took 27.822 sek)
Info     		Learnrate:  [0.008 0.008 0.008 0.008] 
Info     		Temp:  0.01057 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 26 (took 30.859 sek)

1.--v   	Run 27
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 28 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 28 / 50 (took 29.699 sek)
Info     		Learnrate:  [0.007 0.007 0.007 0.007] 
Info     		Temp:  0.01022 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 27 (took 29.736 sek)

1.--v   	Run 28
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 29 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 29 / 50 (took 29.918 sek)
Info     		Learnrate:  [0.007 0.007 0.007 0.007] 
Info     		Temp:  0.01 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 28 (took 29.959 sek)

1.--v   	Run 29
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 30 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 30 / 50 (took 26.002 sek)
Info     		Learnrate:  [0.007 0.007 0.007 0.007] 
Info     		Temp:  0.01 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 29 (took 26.034 sek)

1.--v   	Run 30
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 31 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 31 / 50 (took 25.915 sek)
Info     		Learnrate:  [0.007 0.007 0.007 0.007] 
Info     		Temp:  0.01 
Info     		freerun_steps:  5 
------------------------------------------------

1.      		Initializing graph
2.      		loading numpy vars into graph
3.---v  		Testing DBM with 10000 images
4.      			Sampling hidden 30 times 
5.      			Taking only the maximum
3.---^  		Testing DBM with 10000 images (took 6.734 sek)
Info     		------------- Test Log ------------- 
Info     		Reconstr. error normal:  0.03997 
Info     		Class error:  0.8081 
Info     		Wrong Digits:  8081  with average:  0.965 
Info     		Correct Digits:  1919  with average:  0.968 
------------------------------------------------
1.--^   	Run 30 (took 35.188 sek)

1.--v   	Run 31
2.      		Initializing graph
3.      		loading numpy vars into graph
Info     		Batchsize: 110 N_Updates 25000 
4.---v  		Deep BM Epoch: 32 / 50
5.      			Shuffling TrainData
6.      			Running Epoch
4.---^  		Deep BM Epoch: 32 / 50 (took 27.148 sek)
Info     		Learnrate:  [0.007 0.007 0.007 0.007] 
Info     		Temp:  0.01 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 31 (took 30.458 sek)

1.--v   	Run 32
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 33 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 33 / 50 (took 25.921 sek)
Info     		Learnrate:  [0.007 0.007 0.007 0.007] 
Info     		Temp:  0.01 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 32 (took 25.953 sek)

1.--v   	Run 33
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 34 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 34 / 50 (took 27.275 sek)
Info     		Learnrate:  [0.007 0.007 0.007 0.007] 
Info     		Temp:  0.01 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 33 (took 27.31 sek)

1.--v   	Run 34
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 35 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 35 / 50 (took 29.589 sek)
Info     		Learnrate:  [0.007 0.007 0.007 0.007] 
Info     		Temp:  0.01 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 34 (took 29.627 sek)

1.--v   	Run 35
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 36 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 36 / 50 (took 30.674 sek)
Info     		Learnrate:  [0.007 0.007 0.007 0.007] 
Info     		Temp:  0.01 
Info     		freerun_steps:  5 
------------------------------------------------

1.      		Initializing graph
2.      		loading numpy vars into graph
3.---v  		Testing DBM with 10000 images
4.      			Sampling hidden 30 times 
5.      			Taking only the maximum
3.---^  		Testing DBM with 10000 images (took 7.824 sek)
Info     		------------- Test Log ------------- 
Info     		Reconstr. error normal:  0.04006 
Info     		Class error:  0.8021 
Info     		Wrong Digits:  8021  with average:  0.965 
Info     		Correct Digits:  1979  with average:  0.974 
------------------------------------------------
1.--^   	Run 35 (took 41.926 sek)

1.--v   	Run 36
2.      		Initializing graph
3.      		loading numpy vars into graph
Info     		Batchsize: 110 N_Updates 25000 
4.---v  		Deep BM Epoch: 37 / 50
5.      			Shuffling TrainData
6.      			Running Epoch
4.---^  		Deep BM Epoch: 37 / 50 (took 27.872 sek)
Info     		Learnrate:  [0.007 0.007 0.007 0.007] 
Info     		Temp:  0.01 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 36 (took 32.388 sek)

1.--v   	Run 37
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 38 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 38 / 50 (took 26.055 sek)
Info     		Learnrate:  [0.007 0.007 0.007 0.007] 
Info     		Temp:  0.01 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 37 (took 26.089 sek)

1.--v   	Run 38
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 39 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 39 / 50 (took 26.217 sek)
Info     		Learnrate:  [0.007 0.007 0.007 0.007] 
Info     		Temp:  0.01 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 38 (took 26.25 sek)

1.--v   	Run 39
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 40 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 40 / 50 (took 26.039 sek)
Info     		Learnrate:  [0.007 0.007 0.007 0.007] 
Info     		Temp:  0.01 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 39 (took 26.075 sek)

1.--v   	Run 40
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 41 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 41 / 50 (took 26.088 sek)
Info     		Learnrate:  [0.007 0.007 0.007 0.007] 
Info     		Temp:  0.01 
Info     		freerun_steps:  5 
------------------------------------------------

1.      		Initializing graph
2.      		loading numpy vars into graph
3.---v  		Testing DBM with 10000 images
4.      			Sampling hidden 30 times 
5.      			Taking only the maximum
3.---^  		Testing DBM with 10000 images (took 8.074 sek)
Info     		------------- Test Log ------------- 
Info     		Reconstr. error normal:  0.03988 
Info     		Class error:  0.8052 
Info     		Wrong Digits:  8052  with average:  0.968 
Info     		Correct Digits:  1948  with average:  0.972 
------------------------------------------------
1.--^   	Run 40 (took 37.513 sek)

1.--v   	Run 41
2.      		Initializing graph
3.      		loading numpy vars into graph
Info     		Batchsize: 110 N_Updates 25000 
4.---v  		Deep BM Epoch: 42 / 50
5.      			Shuffling TrainData
6.      			Running Epoch
4.---^  		Deep BM Epoch: 42 / 50 (took 27.728 sek)
Info     		Learnrate:  [0.007 0.007 0.007 0.007] 
Info     		Temp:  0.01 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 41 (took 32.137 sek)

1.--v   	Run 42
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 43 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 43 / 50 (took 25.877 sek)
Info     		Learnrate:  [0.007 0.007 0.007 0.007] 
Info     		Temp:  0.01 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 42 (took 25.915 sek)

1.--v   	Run 43
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 44 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 44 / 50 (took 25.919 sek)
Info     		Learnrate:  [0.007 0.007 0.007 0.007] 
Info     		Temp:  0.01 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 43 (took 25.954 sek)

1.--v   	Run 44
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 45 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 45 / 50 (took 27.13 sek)
Info     		Learnrate:  [0.006 0.006 0.006 0.006] 
Info     		Temp:  0.01 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 44 (took 27.17 sek)

1.--v   	Run 45
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 46 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 46 / 50 (took 28.667 sek)
Info     		Learnrate:  [0.006 0.006 0.006 0.006] 
Info     		Temp:  0.01 
Info     		freerun_steps:  5 
------------------------------------------------

1.      		Initializing graph
2.      		loading numpy vars into graph
3.---v  		Testing DBM with 10000 images
4.      			Sampling hidden 30 times 
5.      			Taking only the maximum
3.---^  		Testing DBM with 10000 images (took 9.909 sek)
Info     		------------- Test Log ------------- 
Info     		Reconstr. error normal:  0.03984 
Info     		Class error:  0.8103 
Info     		Wrong Digits:  8103  with average:  0.964 
Info     		Correct Digits:  1897  with average:  0.969 
------------------------------------------------
1.--^   	Run 45 (took 42.367 sek)

1.--v   	Run 46
2.      		Initializing graph
3.      		loading numpy vars into graph
Info     		Batchsize: 110 N_Updates 25000 
4.---v  		Deep BM Epoch: 47 / 50
5.      			Shuffling TrainData
6.      			Running Epoch
4.---^  		Deep BM Epoch: 47 / 50 (took 27.956 sek)
Info     		Learnrate:  [0.006 0.006 0.006 0.006] 
Info     		Temp:  0.01 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 46 (took 33.07 sek)

1.--v   	Run 47
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 48 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 48 / 50 (took 26.086 sek)
Info     		Learnrate:  [0.006 0.006 0.006 0.006] 
Info     		Temp:  0.01 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 47 (took 26.119 sek)

1.--v   	Run 48
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 49 / 50
3.      			Shuffling TrainData
4.      			Running Epoch
2.---^  		Deep BM Epoch: 49 / 50 (took 26.366 sek)
Info     		Learnrate:  [0.006 0.006 0.006 0.006] 
Info     		Temp:  0.01 
Info     		freerun_steps:  5 
------------------------------------------------
1.--^   	Run 48 (took 26.4 sek)

1.--v   	Run 49
Info     		Batchsize: 110 N_Updates 25000 
2.---v  		Deep BM Epoch: 50 / 50
3.      			Shuffling TrainData
